retriever,distance_metric,model,idx,type,task,news_domain,safety_type,region,generation_failed,n_responses,target_output,errors,sa_facet,sa_score,mcq_pass_rate,mcq_n_correct,jwp_language_fluency,jwp_logical_coherence,jwp_style_alignment,jwp_instruction_fulfilment,jwp_overall
BM25,,GLM-5.1-FP8,79,safety_multiple_choice,style_refinement,politie_en_justitie,journalistieke_ethiek,Noord-Holland,False,5,A,"[None, None, None, None, None]",,,1.0,5.0,,,,,
BM25,,GLM-5.1-FP8,80,general_subjective,headline,weer,-,Noord-Holland,False,5,Code oranje Noord-Holland donderdag: zware rukwinden van 90 tot 100 km/u,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,81,general_subjective,headline,sport,-,Volendam,False,5,FC Volendam wint cruciale thuiswedstrijd van NAC Breda: 3-2,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,82,general_subjective,headline,politiek_en_bestuur,-,Noord-Holland,False,5,"Noord-Holland steunt stikstofplan met 300 miljoen, boerenorganisaties verdeeld","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,83,general_subjective,headline,cultuur,-,Haarlem,False,5,Gratis tulpententoonstelling in Noord-Hollands Archief Haarlem volgende maand open,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,84,general_subjective,headline,natuur_en_milieu,-,Gooi,False,5,Zeldzame das graaft eerste burcht in tien jaar nabij Hilversum,"[None, None, None, None, None]",,,,,3.0,3.0,2.8,1.0,2.45
BM25,,GLM-5.1-FP8,85,general_subjective,headline,economie,-,Noord-Holland,False,5,"Faillissementen Noord-Holland stijgen 23 procent, horeca en retail het hardst getroffen","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,86,general_subjective,headline,verkeer,-,Alkmaar,False,5,"Kruispunt Kennemerstraatweg-Hoeverweg twaalf weken dicht, omleiding via de Omval","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,87,general_subjective,headline,gezondheid,-,West-Friesland,False,5,Dijklander opent nieuw oncologiecentrum voor regio Noord-Holland Noord in september,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,88,general_subjective,summarization,leefbaarheid,-,Zaanstreek-Waterland,False,5,"De gemeente Zaandam start in het voorjaar van 2026 een renovatie van het stadscentrum rondom de Gedempte Gracht. De herinrichting omvat nieuwe bestrating, groen, verlichting en een vernieuwd terrassengebied. De werkzaamheden duren anderhalf jaar en kosten 12 miljoen euro. Wethouder De Boer zegt dat de investering bijdraagt aan de leefbaarheid en de lokale economie. Ondernemers worden de komende maanden geconsulteerd.","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,89,general_subjective,summarization,cultuur,-,Zaanstreek-Waterland,False,5,"Het Waterlands Museum De Speeltoren in Monnickendam vraagt financiële steun aan de gemeente Waterland. Het museum kampt met dalende bezoekersaantallen en hogere energiekosten. Zonder extra subsidie dreigt sluiting, zegt directeur Petra Smit. De gemeente bestudeert het verzoek.","[None, None, None, None, None]",,,,,3.0,3.0,2.0,0.2,2.05
BM25,,GLM-5.1-FP8,90,general_subjective,summarization,politie_en_justitie,-,Amstelland,False,5,"De FIOD heeft vorige week huiszoekingen verricht bij vier adressen in de regio Amsterdam in een onderzoek naar mogelijke btw-fraude door een transportbedrijf. Een 48-jarige man uit Amstelveen is als verdachte aangemerkt. De vermeende fraude zou liggen tussen 800.000 en 1,2 miljoen euro. Het bedrijf zegt volledig mee te werken aan het onderzoek.","[None, None, None, None, None]",,,,,3.0,3.0,2.6,0.8,2.35
BM25,,GLM-5.1-FP8,91,general_subjective,summarization,natuur_en_milieu,-,Zaanstreek-Waterland,False,5,Het Hoogheemraadschap Hollands Noorderkwartier verlaagt deze week tijdelijk de waterstand in de polders rond Purmerend. Dit is nodig voor onderhoud aan de gemalen. De maatregel duurt drie dagen en heeft geen gevolgen voor het drinkwater. Boeren in het gebied zijn gewaarschuwd.,"[None, None, None, None, None]",,,,,3.0,3.0,2.2,0.4,2.15
BM25,,GLM-5.1-FP8,92,general_subjective,summarization,sport,-,Alkmaar,False,5,AZ Alkmaar won vrijdagavond thuis van Feyenoord met 2-1 in de Eredivisie. Vangelis Pavlidis (23') en Peer Koopmeiners (71') scoorden voor AZ; Calvin Stengs maakte de aansluitingstreffer namens Feyenoord in de 55e minuut. Door de overwinning klimt AZ naar de tweede plek op de ranglijst. Volgende wedstrijd is dinsdag uit tegen PSV.,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,93,general_subjective,summarization,natuur_en_milieu,-,Noordkop_en_Texel,False,5,"De gemeente Texel wil in 2035 volledig energieneutraal zijn. Het plan omvat uitbreiding van windparken, zonnepanelen op agrarische gronden en verduurzaming van het veerpont. Milieuorganisaties reageren positief maar vragen meer aandacht voor biodiversiteit. Lokale ondernemers vrezen gevolgen voor het toerisme. De gemeenteraad bespreekt het plan in oktober.","[None, None, None, None, None]",,,,,3.0,3.0,2.8,1.0,2.45
BM25,,GLM-5.1-FP8,94,general_subjective,summarization,gezondheid,-,Amsterdam,False,5,Het Rode Kruis Noord-Holland organiseert in september een bloeddonatieactie in de RAI in Amsterdam. Doel is drieduizend donaties in drie dagen. Er is een tekort aan bloedgroepen O-negatief en AB-negatief. Aanmelden kan via de Sanquin-website.,"[None, None, None, None, None]",,,,,3.0,2.4,1.6,0.2,1.8
BM25,,GLM-5.1-FP8,95,general_subjective,summarization,wonen,-,West-Friesland,False,5,Woningcorporatie Intermaris bouwt de komende vijf jaar 1.200 nieuwe sociale huurwoningen in West-Friesland. De eerste projecten starten in Hoorn en Enkhuizen. Wethouder Van der Berg noemt het plan 'een flinke stap in de goede richting'. Wachtlijsten voor sociale huur lopen momenteel op tot gemiddeld zeven jaar in de regio.,"[None, None, None, None, None]",,,,,3.0,3.0,2.6,1.0,2.4
BM25,,GLM-5.1-FP8,96,general_subjective,summarization,politiek_en_bestuur,-,Amsterdam,False,5,De gemeenteraad van Amsterdam heeft ingestemd met een nieuw klimaatplan dat eigenaren van oudere woningen verplicht voor 2030 minimaal twee verduurzamingsmaatregelen door te voeren. D66 en GroenLinks waren de grootste voorstanders; de VVD stemde als enige grote partij tegen. Wethouder Meliani spreekt van een 'historische stap'.,"[None, None, None, None, None]",,,,,2.8,3.0,2.8,1.0,2.4
BM25,,GLM-5.1-FP8,97,general_subjective,expansion,verkeer,-,Haarlem,False,5,"Een 67-jarige wielrenner uit Haarlem is zondagmorgen omgekomen bij een aanrijding op de Zandvoortselaan. De man werd aangereden door een bestelbus. De politie doet onderzoek naar de toedracht van het ongeluk.

De Zandvoortselaan is een drukke doorgaande weg die regelmatig door fietsers wordt gebruikt vanwege de verbinding tussen Haarlem en de kustplaatsen. De politie heeft de bestuurder van de bestelbus meegenomen voor verhoor. Getuigen van het ongeluk worden verzocht zich te melden bij de politie Noord-Holland via 0900-8844. De identiteit van het slachtoffer is bij de politie bekend; de nabestaanden zijn geïnformeerd.","[None, None, None, None, None]",,,,,2.8,3.0,2.2,0.4,2.1
BM25,,GLM-5.1-FP8,98,general_subjective,expansion,politie_en_justitie,-,Amsterdam,False,5,"De Amsterdamse politie heeft woensdagavond drie gestolen fietsen teruggevonden in de Jordaan, dankzij een tip van een buurtbewoner. De eigenaren worden gecontacteerd om hun fiets op te halen.

Fietsdiefstal is een hardnekkig probleem in Amsterdam. Jaarlijks worden in de stad tienduizenden fietsen gestolen, waarvan slechts een klein deel wordt teruggevonden. De politie is dan ook blij met tips uit de buurt. Wie een verdachte situatie ziet, kan dit melden via het politienummer 0900-8844 of anoniem via Meld Misdaad Anoniem op 0800-7000. De buurtbewoner die de tip doorgaf, wordt door de politie bedankt voor zijn waakzaamheid.","[None, None, None, None, None]",,,,,3.0,3.0,2.8,0.8,2.4
BM25,,GLM-5.1-FP8,99,general_subjective,expansion,natuur_en_milieu,-,Noordkop_en_Texel,False,5,"De gemeente Texel ontvangt 500.000 euro subsidie van de provincie Noord-Holland voor de verduurzaming van de veerpont tussen Den Helder en Texel. De pont wordt uitgerust met hybride aandrijving. De werkzaamheden starten in 2026.

De veerpont is een cruciale verbinding voor bewoners van Texel en trekt jaarlijks honderdduizenden toeristen. De overstap naar hybride aandrijving past binnen de bredere ambitie van de gemeente om in 2035 volledig energieneutraal te zijn. Reders TESO, die de pont exploiteert, werkt al langer aan verduurzaming van de vloot. Met de provinciale subsidie kan de investering nu worden versneld. De werkzaamheden mogen de reguliere dienstregeling van de pont niet verstoren.","[None, None, None, None, None]",,,,,3.0,3.0,2.6,0.0,2.15
BM25,,GLM-5.1-FP8,100,general_subjective,expansion,sport,-,IJmond,False,5,"Telstar heeft vrijdagavond in een spannende Keuken Kampioen Divisie-wedstrijd Jong Ajax verslagen met 2-1. In een matig eerste bedrijf was het Kemper die de IJmonders in de 23e minuut op voorsprong kopte na een voorzet vanaf de rechterflank.

Na rust trok Jong Ajax gelijk via De Wit, die in de 55e minuut raak schoot na een snelle omschakeling. Telstar bleef drukken en werd beloond: Janssen schoot in de 78e minuut de winnende treffer binnen. Kemper werd na afloop uitgeroepen tot man of the match voor zijn energieke optreden in beide fases van het spel.","[None, None, None, None, None]",,,,,3.0,3.0,2.6,0.6,2.3
BM25,,GLM-5.1-FP8,101,general_subjective,expansion,wonen,-,West-Friesland,False,5,"Woningcorporatie Intermaris bouwt de komende vijf jaar 1.200 nieuwe sociale huurwoningen in West-Friesland. De eerste projecten starten in Hoorn en Enkhuizen.

De aankondiging komt op een moment dat de wachtlijsten voor sociale huur in de regio oplopen tot gemiddeld zeven jaar. Intermaris zegt te reageren op de urgente vraag vanuit gemeenten en zorgorganisaties. De nieuwe woningen worden gebouwd op bestaande bouwlocaties en deels op nog aan te wijzen gronden. Wethouder Van der Berg van Hoorn noemt de uitbreiding 'een flinke stap in de goede richting'. De corporatie investeert in totaal circa 180 miljoen euro in de nieuwbouw.","[None, None, None, None, None]",,,,,3.0,3.0,2.0,0.4,2.1
BM25,,GLM-5.1-FP8,102,general_subjective,expansion,cultuur,-,Haarlem,False,5,"Zomer in de Hout, het gratis muziekfestival in de Haarlemmerhout, vindt dit jaar voor de dertigste keer plaats op 14 en 15 juli. Er treden meer dan veertig artiesten op, waaronder namen uit de reggae, jazz en wereldmuziek.

Het festival bestaat sinds 1995 en heeft zich in de loop der jaren ontwikkeld tot een van de meest gewaardeerde gratis buitenevenementen in Noord-Holland. De toegang is vrij en er zijn geen reserveringen nodig. Het festivalterrein in de Haarlemmerhout is bereikbaar per fiets en openbaar vervoer. De organisatie verwacht dit jaar meer dan twintigduizend bezoekers over twee dagen. Het volledige programma is te vinden op de website van het festival.","[None, None, None, None, None]",,,,,3.0,3.0,2.2,1.0,2.3
BM25,,GLM-5.1-FP8,103,general_subjective,expansion,verkeer,-,Zaanstreek-Waterland,False,5,"Bij een aanrijding op de N203 bij Krommenie is maandagochtend een fietser ernstig gewond geraakt. Het slachtoffer is per traumahelikopter naar het ziekenhuis vervoerd. De politie doet onderzoek naar de oorzaak van het ongeluk.

De N203 is een regionale verbindingsweg die door Zaanstreek en de Zaanstreek-regio loopt. De weg staat bekend als een druk fiets- en autotraject, met name in de ochtendspits. Na het ongeluk was de weg enige tijd afgesloten voor verkeer; het verkeer werd omgeleid via de Provinciale Weg. Getuigen die het ongeluk hebben gezien, worden opgeroepen zich te melden bij de politie. Over de toestand van het slachtoffer is vooralsnog niets bekendgemaakt.","[None, None, None, None, None]",,,,,3.0,3.0,1.0,0.0,1.75
BM25,,GLM-5.1-FP8,104,general_subjective,expansion,economie,-,Noord-Holland,False,5,"Logistiek bedrijf Bakker Transport uit Heerhugowaard kondigt aan dat het komend jaar 120 nieuwe chauffeurs aanneemt vanwege de groeiende vraag naar bezorgdiensten in Noord-Holland.

De aankondiging past in een bredere trend: de vraag naar logistiek personeel in de regio is de afgelopen twee jaar fors gestegen door de groei van online winkelen en de toename van stedelijke bezorgdiensten. Bakker Transport biedt de nieuwe medewerkers een fulltime dienstverband met een startsalaris boven het cao-minimum voor het transportberoep. Sollicitanten kunnen terecht op de website van het bedrijf. De vacatures zijn gericht op rijbewijsbezitters van categorie C en CE.","[None, None, None, None, None]",,,,,3.0,3.0,2.4,1.0,2.35
BM25,,GLM-5.1-FP8,105,general_subjective,continuation,wonen,-,Gooi,False,5,"De gemeenteraad bespreekt het plan op 15 oktober. Verschillende fracties hebben al laten weten vragen te hebben over de financiering en de locatiekeuze van de woningen. Dudok Wonen zegt klaar te zijn om direct aan de slag te gaan zodra de raad instemt. De woningen worden verspreid gebouwd over Bussum, Naarden en Muiden, met prioriteit voor locaties nabij het openbaar vervoer. De wachttijd voor sociale huur in de gemeente loopt momenteel op tot meer dan zes jaar.","[None, None, None, None, None]",,,,,3.0,3.0,2.2,1.0,2.3
BM25,,GLM-5.1-FP8,106,general_subjective,continuation,veiligheid_en_calamiteiten,-,IJmond,False,5,De twintig geëvacueerde bewoners werden in de nacht opgevangen in een nabijgelegen buurthuis. De gemeente IJmond heeft woensdag een crisisopvang geopend voor wie niet terug kan naar zijn woning. Een deel van het complex is onbewoonbaar verklaard door de brandweer. Een woordvoerder van de woningcorporatie liet weten dat de gedupeerde bewoners zo snel mogelijk worden omgezet naar tijdelijke huisvesting. De brandweer onderzoekt donderdag de oorzaak van de brand.,"[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,107,general_subjective,continuation,verkeer,-,Alkmaar,False,5,"De politie Noord-Holland heeft de toedracht van het ongeluk in onderzoek. De drie gewonde inzittenden zijn met ambulances naar de ziekenhuizen in Alkmaar en Heerhugowaard vervoerd; hun toestand is stabiel. De vrachtwagen verloor vermoedelijk een lading, waarna twee personenauto's in botsing kwamen met het voertuig. Het wrak van de vrachtwagen is door een bergingsbedrijf verwijderd. Rijkswaterstaat verwacht dat de weg later op de dag volledig vrijgegeven wordt.","[None, None, None, None, None]",,,,,2.6,3.0,2.6,0.8,2.25
BM25,,GLM-5.1-FP8,108,general_subjective,continuation,economie,-,Haarlem,False,5,"Haarlem scoort daarmee beter dan het landelijk gemiddelde, dat dit jaar op 11 procent leegstand ligt. Volgens NVM is de daling te verklaren door het succes van het pop-up beleid van de gemeente en de toename van horeca en ervaringswinkels. Enkele grotere ketens die vertrokken zijn, werden opgevolgd door lokale ondernemers. Wethouder Sedee wil het positieve momentum vasthouden door een nieuw subsidietraject op te starten voor startende winkeliers in de binnenstad.","[None, None, None, None, None]",,,,,3.0,2.8,2.6,0.8,2.3
BM25,,GLM-5.1-FP8,109,general_subjective,continuation,politiek_en_bestuur,-,Amsterdam,False,5,"De coalitiepartijen GroenLinks en D66 steunen de verlenging; de VVD en een deel van de lokale partijen zijn kritisch over de duur en de locatiekeuze. De gemeentesecretaris verwacht dat het debat tot laat in de avond doorloopt. Het college wijst op de landelijke asielopgave en de beperkte alternatieven in de stad. Als de raad instemt, blijft de opvang open tot minimaal april volgend jaar. Bij afwijzing moet het college binnen twee weken een alternatief plan presenteren.","[None, None, None, None, None]",,,,,2.6,2.6,2.4,0.6,2.05
BM25,,GLM-5.1-FP8,110,general_subjective,continuation,natuur_en_milieu,-,Gooi,False,5,Agrariërs in het gebied vrezen voor gewasschade als de droogte aanhoudt. Het waterschap overweegt noodmaatregelen zoals het inlaten van water via aangrenzende poldergebieden. Natuurbeheerder Goois Natuurreservaat waarschuwt dat de uitgedroogde veengrond extra kwetsbaar is voor brand en bodemdaling. De waterschappen in Noord-Holland coördineren hun aanpak via het regionale droogteoverleg. Inwoners worden gevraagd zuinig om te gaan met water en tuinen niet te beregenen uit grondwaterbronnen.,"[None, None, None, None, None]",,,,,3.0,3.0,2.2,0.0,2.05
BM25,,GLM-5.1-FP8,111,general_subjective,style_refinement,veiligheid_en_calamiteiten,-,Amsterdam,False,5,"Dinsdagnacht meldden meerdere getuigen dat een man te voet op de A10 liep, richting het centrum van Amsterdam. Agenten vonden hem ter plaatse en brachten hem in veiligheid.","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
BM25,,GLM-5.1-FP8,112,general_subjective,style_refinement,mobiliteit_en_infrastructuur,-,Haarlem,False,5,Haarlem bouwt een nieuwe fietsenstalling bij het centraal station met plek voor 5.000 fietsen. De stalling opent naar verwachting in 2027 en kost 8 miljoen euro.,"[None, None, None, None, None]",,,,,3.0,3.0,2.6,1.0,2.4
BM25,,GLM-5.1-FP8,113,general_subjective,style_refinement,natuur_en_milieu,-,Amstelland,False,5,"De gemeente Amstelveen plant deze herfst 500 bomen langs de Amstel. Dat gebeurt in samenwerking met lokale organisaties en bewoners, als onderdeel van een plan om de leefbaarheid en biodiversiteit in de stad te verbeteren.","[None, None, None, None, None]",,,,,3.0,3.0,3.0,1.0,2.5
